date,ten_yr,three_mo
2020-08-24,-0.21,13.76
2020-08-25,-0.09,13.69
2020-08-26,-0.05,13.56
2020-08-27,-0.31,13.65
2020-08-28,-0.27,13.61
2020-08-31,-0.15,13.72
2020-09-01,-0.25,14.07
2020-09-02,0.04,13.91
2020-09-03,-0.05,14.27
2020-09-04,-0.23,14.56
2020-09-07,-0.16,14.79
2020-09-08,-0.46,14.5
2020-09-09,-0.85,14.44
2020-09-10,-1.32,14.73
2020-09-11,-1.53,14.98
2020-09-14,-1.59,15.11
2020-09-15,-1.33,15.2
2020-09-16,-1.27,15.24
2020-09-17,-1.26,15.02
2020-09-18,-1.2,14.88
2020-09-21,-1.48,16.22
2020-09-22,-1.73,16.97
2020-09-23,-1.84,17.51
2020-09-24,-1.98,18.1
2020-09-25,-2.07,19.07
2020-09-28,-1.97,19.84
2020-09-29,-1.99,20.14
2020-09-30,-1.99,20.57
2020-10-01,-1.93,21.03
2020-10-02,-1.97,21.62
2020-10-05,-1.87,22.26
2020-10-06,-1.93,23.13
2020-10-07,-2.06,23.88
2020-10-08,-2.23,23.41
2020-10-09,-2.44,23.08
2020-10-12,-2.6,22.53
2020-10-13,-2.78,22.5
2020-10-14,-2.75,22.55
2020-10-15,-2.94,22.76
2020-10-16,-2.0,22.98
2020-10-19,-1.95,23.06
2020-10-20,-2.23,23.05
2020-10-21,-2.39,23.01
2020-10-22,-2.72,22.96
2020-10-23,-2.89,22.98
2020-10-26,-3.11,22.91
2020-10-27,-2.97,23.15
2020-10-28,-2.79,23.23
2020-10-29,-2.82,23.73
2020-10-30,-2.6,23.75
2020-11-02,-2.63,23.52
2020-11-03,-2.79,23.39
2020-11-04,-3.72,23.43
2020-11-05,-4.07,23.62
2020-11-06,-4.3,23.94
2020-11-09,-3.84,23.91
2020-11-10,-3.84,24.13
2020-11-11,-3.83,24.38
2020-11-12,-3.75,24.64
2020-11-13,-4.05,24.8
2020-11-16,-4.24,24.96
2020-11-17,-4.08,24.96
2020-11-18,-4.34,24.89
2020-11-19,-4.37,25.23
2020-11-20,-4.22,25.43
2020-11-23,-4.61,25.47
2020-11-24,-4.65,24.76
2020-11-25,-4.64,24.43
2020-11-26,-5.49,24.1
2020-11-27,-5.52,24.22
2020-11-30,-5.47,24.7
2020-12-01,-5.51,24.88
2020-12-02,-5.37,25.15
2020-12-03,-5.55,25.61
2020-12-04,-5.79,25.92
2020-12-07,-5.93,26.18
2020-12-08,-6.06,26.59
2020-12-09,-6.19,26.89
2020-12-10,-6.16,27.01
2020-12-11,-6.16,28.11
2020-12-14,-6.04,29.03
2020-12-15,-5.76,29.67
2020-12-16,-5.69,29.26
2020-12-17,-5.68,28.41
2020-12-18,-5.5,27.52
2020-12-21,-5.52,26.22
2020-12-22,-5.33,24.87
2020-12-23,-5.27,23.61
2020-12-24,-5.03,22.51
2020-12-25,-4.91,20.84
2020-12-28,-5.28,19.14
2020-12-29,-4.75,17.79
2020-12-30,-4.92,16.2
2020-12-31,-4.97,14.3
2021-01-01,-5.19,13.05
2021-01-04,-5.08,12.14
2021-01-05,-5.08,11.18
2021-01-06,-5.44,10.72
2021-01-07,-5.51,10.62
2021-01-08,-5.51,10.41
2021-01-11,-5.6,10.36
2021-01-12,-5.75,10.6
2021-01-13,-5.86,11.19
2021-01-14,-5.35,11.71
2021-01-15,-4.73,12.11
2021-01-18,-4.19,12.46
2021-01-19,-3.88,12.59
2021-01-20,-3.46,13.13
2021-01-21,-3.32,13.21
2021-01-22,-2.66,13.39
2021-01-25,-2.04,13.44
2021-01-26,-1.37,13.42
2021-01-27,-0.63,13.6
2021-01-28,0.38,13.71
2021-01-29,1.91,13.42
2021-02-01,2.93,12.88
2021-02-02,3.8,12.27
2021-02-03,3.22,11.96
2021-02-04,3.35,11.54
2021-02-05,3.49,11.18
2021-02-08,3.47,10.38
2021-02-09,3.74,9.96
2021-02-10,3.38,9.94
2021-02-11,3.27,9.53
2021-02-12,2.97,9.27
2021-02-15,2.79,9.13
2021-02-16,2.25,9.16
2021-02-17,0.83,9.28
2021-02-18,0.55,9.63
2021-02-19,-0.11,10.04
2021-02-22,-0.0,10.08
2021-02-23,-0.09,10.22
2021-02-24,-0.26,10.42
2021-02-25,-0.04,10.94
2021-02-26,-0.43,11.42
2021-03-01,-0.54,11.34
2021-03-02,-0.59,11.78
2021-03-03,-0.86,12.12
2021-03-04,-1.31,12.45
2021-03-05,-1.42,12.76
2021-03-08,-1.39,13.07
2021-03-09,-1.83,13.39
2021-03-10,-2.11,13.69
2021-03-11,-2.6,14.16
2021-03-12,-2.98,14.68
2021-03-15,-3.29,15.39
2021-03-16,-3.71,15.77
2021-03-17,-3.97,15.88
2021-03-18,-4.45,16.27
2021-03-19,-4.77,16.52
2021-03-22,-4.76,16.86
2021-03-23,-4.98,16.94
2021-03-24,-5.28,16.74
2021-03-25,-5.6,16.53
2021-03-26,-5.98,16.26
2021-03-29,-6.1,16.04
2021-03-30,-6.29,15.94
2021-03-31,-6.25,15.72
2021-04-01,-6.25,15.5
2021-04-02,-6.36,15.37
2021-04-05,-6.31,15.62
2021-04-06,-6.45,15.66
2021-04-07,-6.79,15.7
2021-04-08,-7.24,15.64
2021-04-09,-7.72,15.6
2021-04-12,-8.06,15.68
2021-04-13,-7.99,15.73
2021-04-14,-7.98,15.84
2021-04-15,-8.12,15.99
2021-04-16,-8.19,16.17
2021-04-19,-8.51,16.26
2021-04-20,-8.54,16.27
2021-04-21,-8.56,16.29
2021-04-22,-8.78,16.29
2021-04-23,-8.64,16.27
2021-04-26,-8.42,16.28
2021-04-27,-8.05,16.17
2021-04-28,-7.74,15.99
2021-04-29,-7.64,15.9
2021-04-30,-7.77,15.92
2021-05-03,-7.87,15.77
2021-05-04,-7.82,15.53
2021-05-05,-4.24,15.1
2021-05-06,-3.82,14.89
2021-05-07,-3.81,14.68
2021-05-10,-3.57,14.34
2021-05-11,-3.55,14.11
2021-05-12,-3.39,13.88
2021-05-13,-3.29,13.62
2021-05-14,-1.96,13.48
2021-05-17,-1.84,13.47
2021-05-18,-1.78,13.53
2021-05-19,-1.62,13.37
2021-05-20,-1.49,13.15
2021-05-21,-1.72,13.08
2021-05-24,-5.29,13.08
2021-05-25,-5.52,13.03
2021-05-26,-5.65,12.95
2021-05-27,-5.8,12.74
2021-05-28,-5.68,12.4
2021-05-31,-5.69,12.27
2021-06-01,-5.62,11.95
2021-06-02,-7.0,11.8
2021-06-03,-7.2,11.61
2021-06-04,-7.28,11.37
2021-06-07,-7.38,11.36
2021-06-08,-7.86,11.45
2021-06-09,-7.48,11.46
2021-06-10,-7.11,11.56
2021-06-11,-7.09,11.45
2021-06-14,-6.72,11.43
2021-06-15,-6.6,11.63
2021-06-16,-6.49,11.66
2021-06-17,-6.35,11.55
2021-06-18,-6.2,11.82
2021-06-21,-6.15,11.74
2021-06-22,-5.97,12.07
2021-06-23,-5.18,12.13
2021-06-24,-4.56,11.95
2021-06-25,-3.54,11.89
2021-06-28,-2.85,11.83
2021-06-29,-2.51,11.78
2021-06-30,-1.99,11.73
2021-07-01,-1.95,11.54
2021-07-02,-1.95,11.47
2021-07-05,-1.9,11.47
2021-07-06,-1.65,11.67
2021-07-07,-1.41,11.5
2021-07-08,-1.09,11.56
2021-07-09,-0.5,11.29
2021-07-12,-0.86,11.18
2021-07-13,-1.1,11.36
2021-07-14,-1.47,11.31
2021-07-15,-2.07,11.28
2021-07-16,-2.55,11.17
2021-07-19,-2.71,11.15
2021-07-20,-2.61,11.15
2021-07-21,-2.59,11.05
2021-07-22,-2.42,10.9
2021-07-23,-2.34,10.6
2021-07-26,-2.45,10.35
2021-07-27,-2.27,10.09
2021-07-28,-2.39,9.55
2021-07-29,-2.29,9.32
2021-07-30,-2.0,8.91
2021-08-02,-1.65,8.65
2021-08-03,-1.28,8.39
2021-08-04,-0.95,8.2
2021-08-05,-0.59,7.97
2021-08-06,-0.42,7.78
2021-08-09,-0.13,7.45
2021-08-10,0.21,7.41
2021-08-11,0.29,7.36
2021-08-12,0.41,7.43
2021-08-13,0.31,7.46
2021-08-16,0.21,7.61
2021-08-17,0.3,7.68
2021-08-18,0.32,7.61
2021-08-19,0.58,7.53
2021-08-20,0.93,7.43
2021-08-23,1.12,7.29
2021-08-24,1.38,7.07
2021-08-25,1.94,6.94
2021-08-26,2.36,6.92
2021-08-27,2.73,6.75
2021-08-30,3.41,6.56
2021-08-31,4.18,6.37
2021-09-01,4.88,6.19
2021-09-02,5.57,6.09
2021-09-03,6.19,5.87
2021-09-06,6.7,5.87
2021-09-07,6.55,5.89
2021-09-08,6.29,5.91
2021-09-09,6.55,5.81
2021-09-10,6.53,6.0
2021-09-13,6.19,6.12
2021-09-14,6.08,6.26
2021-09-15,5.28,6.45
2021-09-16,4.67,6.7
2021-09-17,3.94,6.79
2021-09-20,3.17,6.83
2021-09-21,2.8,8.15
2021-09-22,2.48,9.27
2021-09-23,2.37,10.43
2021-09-24,2.43,11.44
2021-09-27,2.59,12.49
2021-09-28,2.56,13.78
2021-09-29,2.32,14.43
2021-09-30,2.26,15.42
2021-10-01,2.23,16.58
2021-10-04,2.87,17.55
2021-10-05,3.18,18.72
2021-10-06,3.54,20.19
2021-10-07,4.04,21.69
2021-10-08,4.46,22.01
2021-10-11,4.71,22.52
2021-10-12,4.88,22.78
2021-10-13,5.29,23.01
2021-10-14,5.69,23.49
2021-10-15,6.18,23.79
2021-10-18,7.06,24.61
2021-10-19,8.09,24.93
2021-10-20,8.2,24.89
2021-10-21,8.62,25.07
2021-10-22,8.93,24.85
2021-10-25,9.52,24.54
2021-10-26,9.74,24.23
2021-10-27,10.19,23.85
2021-10-28,10.63,23.54
2021-10-29,11.07,23.56
2021-11-01,11.61,23.89
2021-11-02,11.81,24.07
2021-11-03,11.94,24.09
2021-11-04,11.97,23.97
2021-11-05,11.74,24.34
2021-11-08,12.16,25.16
2021-11-09,12.18,25.89
2021-11-10,12.17,26.89
2021-11-11,11.84,27.74
2021-11-12,12.07,28.95
2021-11-15,11.94,30.22
2021-11-16,11.61,31.14
2021-11-17,11.27,31.88
2021-11-18,10.75,32.39
2021-11-19,10.3,32.53
2021-11-22,9.95,32.8
2021-11-23,9.57,33.02
2021-11-24,9.18,32.58
2021-11-25,8.91,31.57
2021-11-26,8.54,30.8
2021-11-29,8.1,29.87
2021-11-30,7.99,28.17
2021-12-01,7.62,26.4
2021-12-02,7.31,24.67
2021-12-03,7.26,22.98
2021-12-06,7.13,21.75
2021-12-07,6.87,20.54
2021-12-08,6.91,20.26
2021-12-09,6.52,19.07
2021-12-10,6.02,17.74
2021-12-13,6.09,16.28
2021-12-14,6.23,15.42
2021-12-15,6.53,14.55
2021-12-16,6.39,13.67
2021-12-17,5.76,13.75
2021-12-20,5.55,13.52
2021-12-21,5.3,13.44
2021-12-22,5.38,13.52
2021-12-23,5.45,13.09
2021-12-24,4.44,12.46
2021-12-27,3.86,10.84
2021-12-28,3.43,10.46
2021-12-29,4.48,10.67
2021-12-30,4.61,11.15
2021-12-31,4.88,11.5
2022-01-03,5.36,11.47
2022-01-04,5.75,11.64
2022-01-05,6.86,11.54
2022-01-06,7.39,11.45
2022-01-07,8.15,11.24
2022-01-10,8.26,11.22
2022-01-11,8.67,11.19
2022-01-12,10.49,11.14
2022-01-13,11.72,11.51
2022-01-14,12.1,11.52
2022-01-17,11.58,11.12
2022-01-18,11.72,11.08
2022-01-19,11.56,10.86
2022-01-20,11.14,11.14
2022-01-21,11.27,11.26
2022-01-24,11.26,11.31
2022-01-25,11.28,11.46
2022-01-26,11.16,11.83
2022-01-27,11.43,12.14
2022-01-28,11.21,12.43
2022-01-31,10.82,12.68
2022-02-01,10.24,12.84
2022-02-02,10.75,13.23
2022-02-03,10.58,13.81
2022-02-04,10.04,14.18
2022-02-07,9.96,14.17
2022-02-08,9.64,14.0
2022-02-09,9.26,14.26
2022-02-10,8.54,14.82
2022-02-11,8.11,15.22
2022-02-14,7.83,15.72
2022-02-15,7.0,16.12
2022-02-16,6.18,17.41
2022-02-17,5.75,18.93
2022-02-18,5.47,21.14
2022-02-21,4.8,23.05
2022-02-22,4.44,24.84
2022-02-23,4.26,26.16
2022-02-24,3.74,28.63
2022-02-25,3.23,31.47
2022-02-28,2.88,33.36
2022-03-01,2.42,34.52
2022-03-02,2.02,36.11
2022-03-03,1.21,37.15
2022-03-04,0.86,38.21
2022-03-07,0.89,38.2
2022-03-08,0.7,38.56
2022-03-09,0.57,37.88
2022-03-10,0.81,37.25
2022-03-11,0.88,36.14
2022-03-14,0.73,35.74
2022-03-15,0.6,35.1
2022-03-16,0.49,33.7
2022-03-17,0.47,32.83
2022-03-18,0.75,32.46
2022-03-21,0.95,31.36
2022-03-22,1.16,30.91
2022-03-23,1.21,30.55
2022-03-24,0.9,30.47
2022-03-25,0.37,29.94
2022-03-28,-0.59,28.82
2022-03-29,-1.68,28.2
2022-03-30,-2.46,28.28
2022-03-31,-2.6,28.21
2022-04-01,-2.69,27.66
2022-04-04,-2.72,26.75
2022-04-05,-3.26,26.07
2022-04-06,-4.68,25.66
2022-04-07,-5.53,25.62
2022-04-08,-6.45,25.85
2022-04-11,-6.75,24.86
2022-04-12,-6.84,24.19
2022-04-13,-6.95,24.07
2022-04-14,-6.48,25.24
2022-04-15,-5.85,26.27
2022-04-18,-5.27,26.99
2022-04-19,-5.58,28.19
2022-04-20,-5.4,30.25
2022-04-21,-5.64,33.14
2022-04-22,-5.7,36.09
2022-04-25,-4.86,37.87
2022-04-26,-4.38,40.07
2022-04-27,-3.64,41.75
2022-04-28,-3.38,44.54
2022-04-29,-3.07,47.26
2022-05-02,-3.16,49.24
2022-05-03,-2.92,51.36
2022-05-04,-2.74,52.88
2022-05-05,-2.86,53.12
2022-05-06,-2.74,53.82
2022-05-09,-3.08,53.13
2022-05-10,-2.96,52.83
2022-05-11,-2.58,51.78
2022-05-12,-2.51,51.84
2022-05-13,-2.84,51.83
2022-05-16,-3.3,51.48
2022-05-17,-3.49,51.11
2022-05-18,-1.65,50.55
2022-05-19,-1.4,50.08
2022-05-20,-2.05,49.08
2022-05-23,-2.86,48.53
2022-05-24,-3.51,49.38
2022-05-25,-4.6,49.07
2022-05-26,-5.8,48.95
2022-05-27,-4.67,47.95
2022-05-30,-5.15,47.15
2022-05-31,-5.69,47.0
2022-06-01,-6.07,46.81
2022-06-02,-6.45,46.3
2022-06-03,-7.05,45.6
2022-06-06,-10.12,44.03
2022-06-07,-10.31,43.89
2022-06-08,-10.09,44.64
2022-06-09,-10.52,45.31
2022-06-10,-10.82,45.85
2022-06-13,-10.49,47.09
2022-06-14,-9.72,49.04
2022-06-15,-11.41,50.57
2022-06-16,-10.4,51.89
2022-06-17,-10.16,52.29
2022-06-20,-10.02,51.6
2022-06-21,-10.14,52.04
2022-06-22,-10.37,53.08
2022-06-23,-10.08,54.52
2022-06-24,-10.07,55.16
2022-06-27,-10.59,54.32
2022-06-28,-10.15,53.21
2022-06-29,-9.82,51.4
2022-06-30,-9.44,49.18
2022-07-01,-9.67,45.72
2022-07-04,-9.67,42.21
2022-07-05,-10.56,39.57
2022-07-06,-11.18,37.48
2022-07-07,-11.21,36.4
2022-07-08,-10.93,33.41
2022-07-11,-10.7,29.05
2022-07-12,-10.37,25.67
2022-07-13,-10.59,22.33
2022-07-14,-11.09,19.66
2022-07-15,-11.05,17.12
2022-07-18,-11.36,15.18
2022-07-19,-11.59,14.05
2022-07-20,-11.52,13.63
2022-07-21,-11.64,14.01
2022-07-22,-10.33,13.81
2022-07-25,-10.18,12.21
2022-07-26,-10.31,11.57
2022-07-27,-10.75,12.05
2022-07-28,-11.22,13.49
2022-07-29,-11.87,14.25
2022-08-01,-12.42,14.18
2022-08-02,-12.28,14.16
2022-08-03,-12.92,14.45
2022-08-04,-13.63,15.07
2022-08-05,-13.94,14.71
2022-08-08,-14.37,13.61
2022-08-09,-14.66,13.68
2022-08-10,-16.79,13.57
2022-08-11,-16.95,14.72
2022-08-12,-17.47,14.64
2022-08-15,-17.71,14.65
2022-08-16,-17.67,15.3
2022-08-17,-17.78,15.51
2022-08-18,-18.17,16.32
2022-08-19,-18.24,16.63
2022-08-22,-18.3,16.45
2022-08-23,-18.04,16.81
2022-08-24,-18.51,16.93
2022-08-25,-18.9,18.21
2022-08-26,-18.77,17.97
2022-08-29,-19.08,18.53
2022-08-30,-19.24,18.7
2022-08-31,-19.43,18.86
2022-09-01,-19.63,18.74
2022-09-02,-20.45,17.61
2022-09-05,-21.02,17.26
2022-09-06,-21.33,17.35
2022-09-07,-21.97,17.58
2022-09-08,-22.56,18.47
2022-09-09,-23.33,19.26
2022-09-12,-23.96,18.98
2022-09-13,-24.83,18.98
2022-09-14,-26.47,19.71
2022-09-15,-27.5,20.55
2022-09-16,-29.58,21.43
2022-09-19,-31.0,21.95
2022-09-20,-32.15,22.26
2022-09-21,-32.83,26.55
2022-09-22,-33.55,30.66
2022-09-23,-34.46,34.58
2022-09-26,-35.4,38.05
2022-09-27,-35.98,41.33
2022-09-28,-36.56,43.1
2022-09-29,-37.33,46.53
2022-09-30,-37.59,49.33
2022-10-03,-37.71,52.04
2022-10-04,-37.77,54.2
2022-10-05,-37.74,55.95
2022-10-06,-38.15,57.98
2022-10-07,-38.58,60.3
2022-10-10,-39.13,57.65
2022-10-11,-39.34,54.23
2022-10-12,-39.21,50.54
2022-10-13,-39.95,47.81
2022-10-14,-40.18,44.52
2022-10-17,-40.18,42.18
2022-10-18,-39.87,40.12
2022-10-19,-40.26,37.65
2022-10-20,-40.3,34.75
2022-10-21,-40.43,32.08
2022-10-24,-39.66,29.52
2022-10-25,-39.18,27.56
2022-10-26,-38.88,25.72
2022-10-27,-38.28,25.49
2022-10-28,-38.15,26.3
2022-10-31,-38.11,26.28
2022-11-01,-36.9,25.96
2022-11-02,-36.57,25.33
2022-11-03,-36.21,25.27
2022-11-04,-35.82,24.88
2022-11-07,-34.93,24.46
2022-11-08,-34.52,24.56
2022-11-09,-34.03,24.05
2022-11-10,-33.54,24.49
2022-11-11,-32.9,24.32
2022-11-14,-32.43,23.57
2022-11-15,-31.96,21.72
2022-11-16,-31.46,19.61
2022-11-17,-31.03,18.0
2022-11-18,-30.72,15.41
2022-11-21,-30.49,14.72
2022-11-22,-30.38,13.23
2022-11-23,-30.34,12.16
2022-11-24,-30.48,11.43
2022-11-25,-30.07,10.27
2022-11-28,-29.72,9.2
2022-11-29,-28.79,8.33
2022-11-30,-28.15,8.53
2022-12-01,-27.65,8.48
2022-12-02,-26.75,9.36
2022-12-05,-26.13,9.59
2022-12-06,-25.49,10.26
2022-12-07,-24.74,12.12
2022-12-08,-24.12,12.94
2022-12-09,-23.52,14.06
2022-12-12,-23.15,13.98
2022-12-13,-22.54,13.83
2022-12-14,-22.17,14.33
2022-12-15,-21.38,14.69
2022-12-16,-21.67,14.33
2022-12-19,-21.36,13.29
2022-12-20,-20.6,11.57
2022-12-21,-20.43,9.92
2022-12-22,-20.15,9.02
2022-12-23,-20.57,7.8
2022-12-26,-20.44,7.06
2022-12-27,-19.63,6.08
2022-12-28,-19.09,3.93
2022-12-29,-18.06,2.24
2022-12-30,-17.77,0.85
2023-01-02,-17.41,-1.62
2023-01-03,-17.19,-3.54
2023-01-04,-16.07,-4.48
2023-01-05,-16.06,-5.51
2023-01-06,-15.98,-5.0
2023-01-09,-16.35,-4.37
2023-01-10,-16.06,-4.24
2023-01-11,-14.92,-3.85
2023-01-12,-14.37,-3.94
2023-01-13,-14.39,-4.09
2023-01-16,-14.08,-3.24
2023-01-17,-14.22,-2.23
2023-01-18,-13.66,-1.59
2023-01-19,-13.24,-0.88
2023-01-20,-13.09,0.53
2023-01-23,-13.51,0.58
2023-01-24,-13.36,0.79
2023-01-25,-13.04,1.48
2023-01-26,-12.38,1.69
2023-01-27,-12.56,2.04
2023-01-30,-12.88,2.28
2023-01-31,-12.52,2.23
2023-02-01,-12.93,2.82
2023-02-02,-12.97,3.28
2023-02-03,-12.96,3.79
2023-02-06,-12.97,4.56
2023-02-07,-12.86,5.83
2023-02-08,-13.16,6.31
2023-02-09,-12.82,6.83
2023-02-10,-12.2,6.95
2023-02-13,-12.15,6.48
2023-02-14,-11.65,6.46
2023-02-15,-10.86,7.48
2023-02-16,-10.68,8.68
2023-02-17,-10.76,10.26
2023-02-20,-9.97,10.63
2023-02-21,-9.51,12.34
2023-02-22,-9.36,13.41
2023-02-23,-9.09,14.38
2023-02-24,-9.28,15.19
2023-02-27,-9.32,15.47
2023-02-28,-10.41,16.7
2023-03-01,-11.09,18.01
2023-03-02,-11.37,20.25
2023-03-03,-11.99,23.25
2023-03-06,-12.3,24.34
2023-03-07,-11.75,26.11
2023-03-08,-12.22,27.85
2023-03-09,-12.4,31.98
2023-03-10,-12.79,33.75
2023-03-13,-12.83,35.1
2023-03-14,-12.98,37.0
2023-03-15,-12.94,38.85
2023-03-16,-12.76,41.39
2023-03-17,-12.13,42.77
2023-03-20,-12.06,43.99
2023-03-21,-12.01,44.09
2023-03-22,-12.0,43.25
2023-03-23,-12.19,44.71
2023-03-24,-13.01,44.62
2023-03-27,-13.23,42.89
2023-03-28,-13.85,39.68
2023-03-29,-15.11,37.78
2023-03-30,-16.13,37.0
2023-03-31,-16.87,34.33
2023-04-03,-17.24,31.74
2023-04-04,-17.76,28.85
2023-04-05,-18.25,27.01
2023-04-06,-18.57,25.62
2023-04-07,-18.77,24.47
2023-04-10,-19.08,23.02
2023-04-11,-19.67,20.4
2023-04-12,-19.94,18.9
2023-04-13,-20.35,18.51
2023-04-14,-20.82,18.49
2023-04-17,-20.6,17.73
2023-04-18,-20.37,16.77
2023-04-19,-20.48,17.22
2023-04-20,-20.93,18.4
2023-04-21,-20.69,20.22
2023-04-24,-20.67,20.34
2023-04-25,-20.75,20.19
2023-04-26,-21.1,19.7
2023-04-27,-21.4,19.78
2023-04-28,-22.22,19.5
2023-05-01,-22.38,18.59
2023-05-02,-22.46,18.55
2023-05-03,-22.34,17.69
2023-05-04,-21.88,17.35
2023-05-05,-21.77,17.35
2023-05-08,-21.65,17.57
2023-05-09,-21.4,16.52
2023-05-10,-20.68,14.7
2023-05-11,-20.54,14.07
2023-05-12,-20.2,13.4
2023-05-15,-20.02,12.95
2023-05-16,-19.8,12.82
2023-05-17,-18.82,13.2
2023-05-18,-18.22,14.14
2023-05-19,-18.78,14.38
2023-05-22,-18.44,14.88
2023-05-23,-18.43,14.6
2023-05-24,-18.35,13.78
2023-05-25,-17.9,12.69
2023-05-26,-17.59,12.78
2023-05-29,-18.13,13.33
2023-05-30,-17.99,14.14
2023-05-31,-18.11,14.72
2023-06-01,-17.81,15.93
2023-06-02,-17.72,16.82
2023-06-05,-17.71,17.21
2023-06-06,-17.76,17.05
2023-06-07,-16.79,17.01
2023-06-08,-16.83,16.86
2023-06-09,-17.22,17.54
2023-06-12,-17.27,18.43
2023-06-13,-17.78,19.17
2023-06-14,-18.09,18.86
2023-06-15,-18.73,18.31
2023-06-16,-18.93,17.61
2023-06-19,-19.08,17.46
2023-06-20,-19.57,16.68
2023-06-21,-19.73,15.71
2023-06-22,-19.86,15.09
2023-06-23,-20.27,14.64
2023-06-26,-20.61,14.01
2023-06-27,-20.91,13.48
2023-06-28,-20.78,13.05
2023-06-29,-20.36,12.69
2023-06-30,-20.44,12.67
2023-07-03,-20.79,12.69
2023-07-04,-20.94,13.06
2023-07-05,-21.38,12.8
2023-07-06,-21.95,12.3
2023-07-07,-22.15,11.92
2023-07-10,-22.33,11.45
2023-07-11,-22.04,11.11
2023-07-12,-21.73,10.7
2023-07-13,-21.27,10.27
2023-07-14,-20.65,9.82
2023-07-17,-20.13,9.44
2023-07-18,-20.1,8.93
2023-07-19,-19.84,8.48
2023-07-20,-18.99,8.53
2023-07-21,-18.01,8.26
2023-07-24,-16.66,8.4
2023-07-25,-15.73,8.61
2023-07-26,-14.89,8.94
2023-07-27,-14.23,9.42
2023-07-28,-14.04,9.69
2023-07-31,-14.04,9.59
2023-08-01,-14.02,9.82
2023-08-02,-14.43,10.18
2023-08-03,-14.48,10.45
2023-08-04,-14.63,10.73
2023-08-07,-14.38,10.72
2023-08-08,-14.58,10.93
2023-08-09,-14.6,10.89
2023-08-10,-15.08,10.99
2023-08-11,-14.79,11.26
2023-08-14,-14.77,10.95
2023-08-15,-14.65,10.93
2023-08-16,-14.57,10.74
2023-08-17,-14.2,10.9
2023-08-18,-14.61,10.74
2023-08-21,-13.91,10.12
2023-08-22,-13.62,9.74
2023-08-23,-13.45,9.37
2023-08-24,-13.33,9.76
2023-08-25,-13.17,9.54
2023-08-28,-13.44,9.57
2023-08-29,-13.42,9.31
2023-08-30,-13.65,8.84
2023-08-31,-13.97,8.86
2023-09-01,-14.17,8.53
2023-09-04,-14.31,8.56
2023-09-05,-14.45,8.14
2023-09-06,-14.13,8.1
2023-09-07,-14.59,8.72
2023-09-08,-14.92,8.73
2023-09-11,-15.02,9.04
2023-09-12,-15.58,8.09
2023-09-13,-15.73,8.0
2023-09-14,-15.68,7.69
2023-09-15,-15.95,7.46
2023-09-18,-16.18,7.05
2023-09-19,-16.37,6.76
2023-09-20,-16.42,8.31
2023-09-21,-16.58,9.75
2023-09-22,-16.69,11.59
2023-09-25,-16.59,12.75
2023-09-26,-16.44,13.84
2023-09-27,-16.32,15.23
2023-09-28,-16.28,16.38
2023-09-29,-15.59,17.98
2023-10-02,-15.36,19.23
2023-10-03,-15.18,20.57
2023-10-04,-15.05,21.58
2023-10-05,-14.87,23.1
2023-10-06,-14.53,24.51
2023-10-09,-14.44,23.93
2023-10-10,-14.52,23.35
2023-10-11,-14.94,22.82
2023-10-12,-15.34,22.49
2023-10-13,-15.24,22.05
2023-10-16,-15.34,21.63
2023-10-17,-15.73,21.26
2023-10-18,-15.96,20.87
2023-10-19,-16.2,20.44
2023-10-20,-16.53,20.2
2023-10-23,-16.98,20.58
2023-10-24,-17.11,25.02
2023-10-25,-17.36,25.23
2023-10-26,-17.66,25.55
2023-10-27,-16.84,25.37
2023-10-30,-15.86,25.13
2023-10-31,-15.3,25.32
2023-11-01,-15.3,24.91
2023-11-02,-15.21,24.93
2023-11-03,-14.48,24.93
2023-11-06,-14.04,25.14
2023-11-07,-13.58,25.25
2023-11-08,-13.07,24.83
2023-11-09,-12.19,24.43
2023-11-10,-11.7,18.81
2023-11-13,-11.68,18.8
2023-11-14,-11.66,18.86
2023-11-15,-11.73,18.48
2023-11-16,-11.82,18.31
2023-11-17,-11.74,18.02
2023-11-20,-11.8,17.85
2023-11-21,-11.87,17.49
2023-11-22,-12.18,17.05
2023-11-23,-12.52,16.77
2023-11-24,-12.86,16.49
2023-11-27,-13.31,16.3
2023-11-28,-13.99,15.9
2023-11-29,-14.8,15.46
2023-11-30,-15.53,15.11
2023-12-01,-16.21,14.81
2023-12-04,-16.96,14.84
2023-12-05,-16.88,14.74
2023-12-06,-17.26,14.44
2023-12-07,-17.52,14.27
2023-12-08,-17.51,14.03
2023-12-11,-17.53,14.2
2023-12-12,-17.45,13.63
2023-12-13,-17.57,13.12
2023-12-14,-17.62,13.15
2023-12-15,-17.75,13.27
2023-12-18,-15.09,13.41
2023-12-19,-14.38,12.46
2023-12-20,-14.21,11.5
2023-12-21,-14.22,10.75
2023-12-22,-15.41,9.96
2023-12-25,-15.12,9.26
2023-12-26,-15.17,8.44
2023-12-27,-15.47,7.77
2023-12-28,-15.73,7.03
2023-12-29,-15.96,6.66
2024-01-01,-15.83,5.96
2024-01-02,-15.43,5.11
2024-01-03,-14.5,4.33
2024-01-04,-16.36,3.52
2024-01-05,-16.08,3.73
2024-01-08,-15.53,3.68
2024-01-09,-14.71,3.47
2024-01-10,-13.58,3.38
2024-01-11,-13.16,3.31
